state,data_source,has_placer_data,match_score,match_type,match_details,regulator_name,regulator_address,regulator_city,regulator_zip,regulator_county,placer_name,placer_address,placer_city,placer_zip,latitude,longitude,visits,sq_ft,visits_per_sq_ft,chain_name,chain_id,dispensary_id,census_state_fips,census_county_fips,census_tract_fips,census_geoid,census_tract_name,total_population,median_age,median_household_income,per_capita_income,total_pop_25_plus,bachelors_degree,masters_degree,professional_degree,doctorate_degree,pop_1mi,pop_3mi,pop_5mi,pop_10mi,pop_20mi,pct_bachelor_plus,population_density,census_tract_error,census_data_complete,census_api_error,census_collection_date,state_abbr,opening_date,operational_date,product_available,applicant_name,permit_number,region,license_type,tract_area_sqm
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf,2 E 9 Mile Road,Pensacola,32534,Escambia,Curaleaf,2 E 9 Mile Rd,Pensacola,32534.0,30.533615112304688,-87.27359008789062,73295.0,3764.200249864675,19.471599578857425,Curaleaf,60a391b56b7a694c7c956ebe,FL_0188,12.0,33.0,3609.0,12033003609.0,36.09,3341.0,40.7,65344.0,34661.0,2369.0,394.0,233.0,47.0,20.0,5095.466113034388,42034.56454959956,102157.4173181603,284357.69825342624,443578.08153445146,29.29506120726045,1700.2713274431912,False,True,False,2025-10-23,FL,,,,,,,,5089275.9104585415
FL,regulator_with_placer,True,95.8,fuzzy,addr:93|city:100|zip:100,Trulieve,1530 SW 8th Street,Boynton Beach,33426,Palm Beach,Trulieve,1534 SW 8th Street,Boynton Beach,33426.0,26.516874313354492,-80.07682800292969,73274.0,3109.851180675874,23.561899185180664,Trulieve,600018e779364106f1345643,FL_0189,12.0,99.0,6010.0,12099006010.0,60.1,3400.0,44.2,75037.0,35438.0,2464.0,495.0,188.0,22.0,0.0,15602.682638648,94022.69450580672,227906.6849424886,647337.7116084789,1576730.2521508436,28.612012987012985,6757.305888239853,False,True,False,2025-10-23,FL,,,,,,,,1303176.0505803863
FL,regulator_with_placer,True,88.6,fuzzy,addr:81|city:100|zip:100,Mint Cannabis,4203 SE Federal Highway,Stuart,34997,Martin,AYR Cannabis Dispensary Stuart,3323 SE Federal Hwy,Stuart,34997.0,27.164318084716797,-80.22527313232422,73038.0,6107.111341583173,11.959500312805176,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0190,12.0,85.0,1200.0,12085001200.0,12.0,2682.0,31.9,58289.0,26421.0,1536.0,108.0,59.0,0.0,10.0,7144.746611170791,49251.15507522191,93709.442143632,195979.26864140603,531888.8151970874,11.5234375,1557.7119132789187,False,True,False,2025-10-23,FL,,,,,,,,4459327.656664208
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,MUV,22627 Bayshore Road,Port Charlotte,33980,Charlotte,MUV Dispensary,22627 Bayshore Rd,Port Charlotte,33980.0,26.965909957885746,-82.07813262939453,72824.0,2930.5551360309673,24.849899291992188,MUV Dispensary,61ed5a32850f00528249a419,FL_0191,12.0,15.0,21003.0,12015021003.0,210.03,3935.0,66.8,41403.0,31999.0,3311.0,416.0,295.0,81.0,43.0,4598.895675858912,40125.10247359594,95321.6338082563,180759.440637864,366749.3903363945,25.218967079432197,915.5696026790076,False,True,False,2025-10-23,FL,,,,,,,,11131434.19154459
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,12 SW 2nd Street,Gainesville,32601,Alachua,AYR Cannabis Dispensary Gainesville,12 SW 2nd St,Gainesville,32601.0,29.651580810546875,-82.32682037353516,72536.0,2220.0526142441317,32.673099517822266,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0192,12.0,1.0,500.0,12001000500.0,5.0,5115.0,35.9,65563.0,47243.0,3447.0,979.0,785.0,249.0,491.0,20422.14410459469,78826.11108126212,143461.4790958842,221305.6143407828,303987.796121253,72.64287786480999,3380.7209198871897,False,True,False,2025-10-23,FL,,,,,,,,3918628.2848931705
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,2952 Cleveland Avenue,Fort Myers,33901,Lee,AYR Cannabis Dispensary,2952 Cleveland Ave,Fort Myers,33901.0,26.623327255249023,-81.87262725830078,72210.0,3433.9927914774858,21.027999877929688,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0193,12.0,71.0,1002.0,12071001002.0,10.02,2568.0,43.6,37059.0,35438.0,1919.0,301.0,156.0,89.0,33.0,9394.051634960611,62757.64826560961,164712.44190237464,480439.4930241692,772301.8590340612,30.17196456487754,3193.26494915862,False,True,False,2025-10-23,FL,,,,,,,,2082849.149661843
FL,regulator_with_placer,True,82.5,exact,addr:100|city:30|zip:100,Sunnyside*,134 Fernwood Boulevard,Fern Park,32730,Seminole,Sunnyside,134 Fernwood Blvd,Casselberry,32730.0,28.65677261352539,-81.34211730957031,71917.0,6345.076426298131,11.33430004119873,Sunnyside,61ed699b873a701e0aea037b,FL_0194,12.0,117.0,22006.0,12117022006.0,220.06,3442.0,38.1,60179.0,44772.0,2725.0,848.0,129.0,72.0,18.0,11510.544153147011,93450.94200789492,253776.2353238857,874839.4430040363,1896484.0945763516,39.1559633027523,4161.078727852689,False,True,False,2025-10-23,FL,,,,,,,,2142410.4851292786
FL,regulator_with_placer,True,91.0,fuzzy,addr:85|city:100|zip:100,Planet 13,2560 State Route 50,Clermont,34711,Orange,VidaCann,2560 State Rte 50 #102,Clermont,34711.0,28.54803466796875,-81.70881652832031,71449.0,2623.762861338773,27.23150062561035,VidaCann,61ed6a381383661b0111107d,FL_0195,12.0,69.0,31320.0,12069031320.0,313.2,7231.0,35.5,87163.0,34682.0,4764.0,1266.0,372.0,163.0,139.0,6539.721237346328,43667.14406719145,88000.25855340334,231634.85924242783,1079990.0270411533,40.72208228379513,2845.9546202467836,False,True,False,2025-10-23,FL,,,,,,,,6580640.146108868
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,MUV,18941 Old Shady Hills Road,Spring Hill,34610,Hernando,MUV Dispensary,18941 Old Shady Hills Rd,Spring Hill,34610.0,28.433330535888672,-82.55188751220703,71346.0,3258.7902917528827,21.893400192260746,MUV Dispensary,61ed5a32850f00528249a419,FL_0196,12.0,101.0,31805.0,12101031805.0,318.05,4025.0,49.8,57743.0,31115.0,2977.0,179.0,117.0,15.0,7.0,4288.0679961233045,39167.17861476756,105201.4276170968,212150.5194479545,643962.6733125694,10.681894524689286,568.0519373444979,False,True,False,2025-10-23,FL,,,,,,,,18351670.005269054
FL,regulator_with_placer,True,97.0,fuzzy,addr:95|city:100|zip:100,Curaleaf,1435 S Tamiami Trail,Sarasota,34239,Sarasota,Curaleaf,1435 S Tamiami Trl,Sarasota,34239.0,27.320457458496097,-82.52935791015625,71289.0,5215.301575398926,13.66919994354248,Curaleaf,60a391b56b7a694c7c956ebe,FL_0197,12.0,115.0,502.0,12115000502.0,5.02,3147.0,48.7,61583.0,36420.0,2437.0,616.0,161.0,88.0,63.0,9391.78445379988,78457.88816189911,163411.88291064536,359726.463295508,721439.6897815967,38.07960607304062,3341.0847188183075,False,True,False,2025-10-23,FL,,,,,,,,2439534.738551251
FL,regulator_with_placer,True,85.0,fuzzy,addr:100|city:100|zip:0,Curaleaf,6835 Okeechobee Boulevard,West Palm Beach,33411,Palm Beach,Curaleaf,6835 Okeechobee Blvd,West Palm Beach,33413.0,26.70859718322754,-80.14850616455078,71162.0,6518.337982552369,10.917200088500977,Curaleaf,60a391b56b7a694c7c956ebe,FL_0198,12.0,99.0,7843.0,12099007843.0,78.43,5399.0,31.0,94643.0,38737.0,3487.0,1125.0,358.0,117.0,18.0,11861.424247750314,80346.50085921709,226917.7386970695,736676.3917547388,1232418.8945167658,46.400917694293085,4109.090394792288,False,True,False,2025-10-23,FL,,,,,,,,3403026.915572844
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,2290 W International Speedway Boulevard,Daytona Beach,32114,Volusia,AYR Cannabis Dispensary Daytona Beach,2290 W International Speedway Blvd,Daytona Beach,32114.0,29.184844970703125,-81.07842254638672,71089.0,2006.9958784306116,35.42060089111328,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0199,12.0,127.0,82302.0,12127082302.0,823.02,5100.0,28.9,50660.0,25107.0,3328.0,620.0,292.0,100.0,75.0,2878.8183115595775,33296.351494911985,113238.79772625028,233620.1120145897,438399.00582419353,32.66225961538461,1008.6186027921716,False,True,False,2025-10-23,FL,,,,,,,,13096068.983294109
FL,regulator_with_placer,True,97.6,fuzzy,addr:96|city:100|zip:100,Ayr Cannabis Dispensary,1907 Wells Road,Orange Park,32073,Clay,AYR Cannabis Dispensary Orange Park,1907-3 Wells Rd,Orange Park,32073.0,30.1873722076416,-81.73511505126953,70917.0,4833.887653672463,14.67080020904541,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0200,12.0,19.0,30304.0,12019030304.0,303.04,4394.0,34.0,55488.0,33328.0,3084.0,529.0,154.0,15.0,18.0,9778.78478207886,63245.05871112913,146092.7578276072,514549.6398048854,1216079.3423526683,23.216601815823605,3078.0413656776923,False,True,False,2025-10-23,FL,,,,,,,,3697288.6066118143
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,GTI (Rise Dispensaries),11192 N Williams Street,Dunnellon,34432,Marion,RISE Cannabis,11192 N Williams St,Dunnellon,34432.0,29.061004638671875,-82.45462799072266,70421.0,3550.375977724329,19.834800720214844,RISE Cannabis,633415c5c0a23d43dd5c7656,FL_0201,12.0,83.0,2703.0,12083002703.0,27.03,2767.0,58.2,41332.0,28413.0,2204.0,197.0,104.0,20.0,12.0,246.29662834826763,3941.407668040223,13878.759226568023,63399.25924625495,280226.48132357036,15.108892921960074,64.16568379302355,False,True,False,2025-10-23,FL,,,,,,,,111687375.12587968
FL,regulator_with_placer,True,91.6,fuzzy,addr:86|city:100|zip:100,MUV,290 Clyde Morris Boulevard,Ormond Beach,32174,Volusia,MUV Dispensary,290 Clyde Morris Blvd Ste 2B,Ormond Beach,32174.0,29.262279510498047,-81.094970703125,70226.0,2954.5204688695903,23.76900100708008,MUV Dispensary,61ed5a32850f00528249a419,FL_0202,12.0,127.0,80808.0,12127080808.0,808.08,6615.0,52.2,60536.0,33344.0,5177.0,1346.0,361.0,77.0,30.0,6534.274283770912,43168.19645199025,98093.91391296143,190852.30454987264,381064.3191725865,35.03959822290902,1494.611701954581,False,True,False,2025-10-23,FL,,,,,,,,11463024.541822197
