state,data_source,has_placer_data,match_score,match_type,match_details,regulator_name,regulator_address,regulator_city,regulator_zip,regulator_county,placer_name,placer_address,placer_city,placer_zip,latitude,longitude,visits,sq_ft,visits_per_sq_ft,chain_name,chain_id,dispensary_id,census_state_fips,census_county_fips,census_tract_fips,census_geoid,census_tract_name,total_population,median_age,median_household_income,per_capita_income,total_pop_25_plus,bachelors_degree,masters_degree,professional_degree,doctorate_degree,pop_1mi,pop_3mi,pop_5mi,pop_10mi,pop_20mi,pct_bachelor_plus,population_density,census_tract_error,census_data_complete,census_api_error,census_collection_date
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,11291 E Colonial Drive,Orlando,32817,Orange,Trulieve,11291 E Colonial Dr,Orlando,32817.0,28.56849479675293,-81.21634674072266,260785.0,3424.6810598016505,76.14869689941406,Trulieve,600018e779364106f1345643,FL_0000,12,095,016511,12095016511,165.11,5038.0,21.0,86343.0,25685.0,1820.0,482.0,203.0,13.0,12.0,12383.136684600628,112118.96951231509,240810.4693230384,691022.436929887,1780453.316640162,39.010989010989015,4032.1540370535554,False,True,False,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf,4287 Mariner Boulevard,Spring Hill,34609,Hernando,Curaleaf,4287 Mariner Blvd,Spring Hill,34609.0,28.494171142578125,-82.53948974609375,193812.0,2212.5895068182817,87.59510040283203,Curaleaf,60a391b56b7a694c7c956ebe,FL_0001,12,053,041004,12053041004,410.04,6792.0,41.7,62696.0,30647.0,4855.0,700.0,222.0,33.0,0.0,10274.595766727063,61211.18898266003,118431.86746430465,187962.38169544493,458033.4690249437,19.670442842430482,3741.875141330601,False,True,False,2025-10-22
FL,regulator_with_placer,True,97.0,fuzzy,addr:95|city:100|zip:100,Trulieve,10400 W Atlantic Boulevard,Coral Springs,33071,Broward,Trulieve,10404 W Atlantic Blvd,Coral Springs,33071.0,26.240251541137695,-80.26429748535156,177335.0,7140.671427902151,24.83449935913086,Trulieve,600018e779364106f1345643,FL_0002,12,011,020322,12011020322,203.22,4055.0,40.1,108807.0,39085.0,2791.0,726.0,206.0,74.0,111.0,16121.404994925975,162095.6327187563,357582.3189291773,1040633.6237923729,2392861.137968316,40.02149767108563,5385.75788738509,False,True,False,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,2908 Hollywood Boulevard,Hollywood,33020,Broward,Trulieve,2908 Hollywood Blvd,Hollywood,33020.0,26.01060676574707,-80.16572570800781,172454.0,1988.845612957017,86.71060180664062,Trulieve,600018e779364106f1345643,FL_0003,12,011,091802,12011091802,918.02,3139.0,40.6,72287.0,34906.0,2345.0,404.0,60.0,0.0,0.0,21629.93490058081,173799.0214938971,409950.5051658028,1237735.2278348089,3410544.603594122,19.78678038379531,5653.160545495209,False,True,False,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Jungle Boys,1719 W Tennessee Street,Tallahassee,32304,Leon,Jungle Boys,1719 W Tennessee St,Tallahassee,32304.0,30.44865608215332,-84.31007385253906,170419.0,5368.677334925073,31.743200302124023,Jungle Boys,64c412fc7284183da26680b9,FL_0004,12,073,002005,12073002005,20.05,3275.0,21.3,24761.0,13747.0,421.0,65.0,130.0,0.0,0.0,26557.175956658404,98199.76986879979,164545.95786487215,257192.5648920009,342875.8987440919,46.318289786223275,8475.632992505258,False,True,False,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,950 W Main Street,Inverness,34450,Citrus,Trulieve,950 W Main St,Inverness,34450.0,28.836376190185547,-82.34257507324219,167132.0,6242.1147147489855,26.774900436401367,Trulieve,600018e779364106f1345643,FL_0005,12,017,450902,12017450902,4509.02,2402.0,56.5,47629.0,55711.0,2079.0,298.0,80.0,69.0,51.0,1411.9111963296696,12785.908089009852,24375.637612776944,79236.65105993135,308808.0859465456,23.953823953823957,385.25692638598485,False,True,False,2025-10-22
FL,regulator_with_placer,True,86.8,fuzzy,addr:78|city:100|zip:100,Trulieve,5037 US Hwy 90,Pace,32571,Santa Rosa,Trulieve,5037 US-90,Pace,32571.0,30.602745056152344,-87.11356353759766,164952.0,3680.6085715499257,44.81650161743164,Trulieve,600018e779364106f1345643,FL_0006,12,113,010704,12113010704,107.04,8208.0,30.8,88176.0,34534.0,5091.0,989.0,426.0,48.0,46.0,3173.075505649387,28470.4558025737,59529.616374233316,151661.48754629423,453426.3981310773,29.640542133176197,1177.8999897480173,False,True,False,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Jungle Boys,2301 N Pine Avenue,Ocala,34475,Marion,Jungle Boys,2301 N Pine Ave,Ocala,34475.0,29.21107292175293,-82.1425552368164,163049.0,1929.523790813039,84.502197265625,Jungle Boys,64c412fc7284183da26680b9,FL_0007,12,083,001401,12083001401,14.01,5487.0,33.9,31771.0,18021.0,3411.0,276.0,205.0,0.0,29.0,3385.7687420773955,33938.85700973316,78644.8238235316,177124.74773304173,372863.11534671695,14.951627088830255,1822.2526588491814,False,True,False,2025-10-22
FL,regulator_with_placer,True,95.8,fuzzy,addr:93|city:100|zip:100,Curaleaf,11721 Bonita Beach Road,Bonita Springs,34135,Lee,Curaleaf,11721 Bonita Beach Rd SE,Bonita Springs,34135.0,26.330612182617188,-81.75941467285156,158272.0,7077.657901885778,22.362199783325195,Curaleaf,60a391b56b7a694c7c956ebe,FL_0008,12,071,050502,12071050502,505.02,2912.0,50.9,82375.0,65056.0,2366.0,750.0,184.0,117.0,34.0,6582.409663916768,39857.915347800736,91411.66871415346,250567.65600712807,694798.0025873218,45.857988165680474,1018.9277377086768,False,True,False,2025-10-22
FL,regulator_with_placer,True,97.0,fuzzy,addr:95|city:100|zip:100,Trulieve,1315 Homestead Road N,Lehigh Acres,33936,Lee,Trulieve,1315 Homestead Rd N # B,Lehigh Acres,33936.0,26.609169006347656,-81.6530990600586,158090.0,1673.924978475286,94.44270324707033,Trulieve,600018e779364106f1345643,FL_0009,12,071,040304,12071040304,403.04,5608.0,50.0,31432.0,21489.0,4381.0,126.0,169.0,0.0,0.0,7691.550634353603,50357.24794925627,105195.96942815938,191591.46215897874,669860.5515909395,6.733622460625428,2455.7898501499667,False,True,False,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,4920 E Silver Springs Boulevard,Ocala,34470,Marion,AYR Cannabis Dispensary,4920 E Silver Springs Blvd,Ocala,34470.0,29.209442138671875,-82.06657409667969,152956.0,4587.115812826124,33.34469985961914,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0010,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,6601 Gall Boulevard,Zephyrhills,33542,Pasco,Trulieve,6601 Gall Blvd,Zephyrhills,33542.0,28.253076553344727,-82.1888656616211,150704.0,7345.645640038508,20.51609992980957,Trulieve,600018e779364106f1345643,FL_0011,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,92.8,fuzzy,addr:88|city:100|zip:100,Trulieve,935 N Beneva Road,Sarasota,34232,Sarasota,Trulieve,935 N Beneva Rd #707,Sarasota,34232.0,27.34348487854004,-82.5003433227539,150574.0,3749.9688300549506,40.15340042114258,Trulieve,600018e779364106f1345643,FL_0012,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Goldflower Cannabis,2401 E Bay Drive,Largo,33771,Pinellas,Goldflower Cannabis,2401 E Bay Dr,Largo,33771.0,27.916099548339844,-82.76200103759766,144134.0,2091.3110590704523,68.92040252685547,Goldflower Cannabis,66452b5430bbf60359055a47,FL_0013,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,85.0,fuzzy,addr:100|city:100|zip:0,Curaleaf,2605 Cortez Road W,Bradenton,34207,Manatee,Curaleaf,2605 Cortez Rd W,Bradenton,34205.0,27.46213150024414,-82.58790588378906,143237.0,1789.3889444494694,80.0479965209961,Curaleaf,60a391b56b7a694c7c956ebe,FL_0014,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,6990 Florida Avenue S,Lakeland,33813,Polk,AYR Cannabis Dispensary,6990 Florida Ave S,Lakeland,33813.0,27.93880844116211,-81.97319793701172,139830.0,5132.374468367522,27.244699478149418,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0015,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,1020 E 23rd Street,Panama City,32405,Bay,Trulieve,1020 E 23rd St,Panama City,32405.0,30.189117431640625,-85.64336395263672,139198.0,3735.725893561167,37.26129913330078,Trulieve,600018e779364106f1345643,FL_0016,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,1720 S McCall Road,Englewood,34223,Sarasota,Trulieve,1720 S McCall Rd,Englewood,34223.0,26.939115524291992,-82.33924865722656,139040.0,3174.47987427672,43.79930114746094,Trulieve,600018e779364106f1345643,FL_0017,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,97.0,fuzzy,addr:95|city:100|zip:100,Trulieve,474285 E State Road 200,Fernandina Beach,32034,Nassau,Trulieve,474285 E State Road 200 # 1,Fernandina Beach,32034.0,30.61840057373047,-81.51625061035156,138076.0,4672.021779830178,29.553800582885746,Trulieve,600018e779364106f1345643,FL_0018,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,85.0,fuzzy,addr:100|city:100|zip:0,Sunburn,5048 Bayou Boulevard,Pensacola,32504,Escambia,Sunburn Cannabis,5048 Bayou Blvd,Pensacola,32503.0,30.47295570373535,-87.21028137207031,137449.0,4802.466668599306,28.620500564575195,Sunburn Cannabis,64d2a23184b2d019c221dc00,FL_0019,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Surterra Wellness,100 Flagler Plaza Drive,Palm Coast,32137,Flagler,Surterra Wellness,100 Flagler Plaza Dr,Palm Coast,32137.0,29.475326538085938,-81.17943572998047,134726.0,5693.072905032818,23.664899826049805,Surterra Wellness,60a3920e6b7a694c7c956ec3,FL_0020,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,2901 S Bay Street,Eustis,32726,Lake,Trulieve,2901 S Bay St,Eustis,32726.0,28.825132369995117,-81.68499755859375,134144.0,6745.819833989546,19.885499954223633,Trulieve,600018e779364106f1345643,FL_0021,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,6752 22nd Avenue N,St. Petersburg,33710,Pinellas,Trulieve,6752 22nd Ave N,St. Petersburg,33710.0,27.79128074645996,-82.73226165771484,130250.0,3617.5231149878273,36.00529861450195,Trulieve,600018e779364106f1345643,FL_0022,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,1288 SW Gatlin Boulevard,Port St. Lucie,34953,St. Lucie,Trulieve,1288 Sw Gatlin Blvd,Port St. Lucie,34953.0,27.26177215576172,-80.38755798339844,130239.0,5282.950660941895,24.652700424194336,Trulieve,600018e779364106f1345643,FL_0023,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,96.4,fuzzy,addr:94|city:100|zip:100,Curaleaf,2250 NE 163rd Street,North Miami Beach,33160,Miami-Dade,Curaleaf,2250 NE 163rd St #1,North Miami Beach,33160.0,25.925819396972656,-80.15524291992188,128614.0,4359.442025778274,29.50239944458008,Curaleaf,60a391b56b7a694c7c956ebe,FL_0024,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,342 Blanding Boulevard,Orange Park,32073,Clay,Trulieve,342 Blanding Blvd,Orange Park,32073.0,30.168336868286133,-81.74807739257812,127306.0,4514.925642779019,28.196699142456055,Trulieve,600018e779364106f1345643,FL_0025,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,94.0,fuzzy,addr:90|city:100|zip:100,Green Dragon,701 E 9 Mile Road,Pensacola,32514,Escambia,Trulieve,1901 E 9 Mile Rd,Pensacola,32514.0,30.53158187866211,-87.22084045410156,125964.0,3706.22985900241,33.987098693847656,Trulieve,600018e779364106f1345643,FL_0026,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,8724 Lake Worth Road,Lake Worth,33467,Palm Beach,Trulieve,8724 Lake Worth Rd,Lake Worth,33467.0,26.61650276184082,-80.1839370727539,125912.0,7978.911019765448,15.780599594116213,Trulieve,600018e779364106f1345643,FL_0027,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,1921 Alma Drive,Melbourne,32904,Brevard,Trulieve Melbourne Dispensary,1921 Alma Dr,Melbourne,32904.0,28.078514099121097,-80.6902847290039,124471.0,5410.277339066832,23.00639915466309,,,FL_0028,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,12575 S Cleveland Avenue,Fort Myers,33907,Lee,Trulieve,12575 S Cleveland Avenue,Fort Myers,33907.0,26.55974578857422,-81.8711929321289,122669.0,6067.5863071217045,20.217100143432617,Trulieve,600018e779364106f1345643,FL_0029,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,4120 Tamiami Trail,Port Charlotte,33952,Charlotte,Trulieve,4120 Tamiami Trail,Port Charlotte,33952.0,26.97061538696289,-82.08220672607422,122201.0,4267.0332049730505,28.638399124145508,Trulieve,600018e779364106f1345643,FL_0030,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,800 Capital Circle SE,Tallahassee,32301,Leon,Trulieve,800 Capital Circle SE,Tallahassee,32301.0,30.436542510986328,-84.2272720336914,121085.0,3717.091629346489,32.575199127197266,Trulieve,600018e779364106f1345643,FL_0031,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,3555 Northlake Boulevard,Palm Beach Gardens,33403,Palm Beach,Trulieve,3555 Northlake Blvd,Palm Beach Gardens,33403.0,26.809185028076172,-80.09100341796875,119778.0,6147.379506525272,19.484399795532227,Trulieve,600018e779364106f1345643,FL_0032,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,5053 Turnpike Feeder Road,Fort Pierce,34951,St. Lucie,AYR Cannabis Dispensary,5053 Turnpike Feeder Rd,Fort Pierce,34951.0,27.52666473388672,-80.39673614501953,119388.0,3958.908196701404,30.15679931640625,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0033,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,4256 Lafayette Street,Marianna,32446,Jackson,Trulieve,4256 Lafayette St,Marianna,32446.0,30.78085708618164,-85.24110412597656,118583.0,2847.322163808703,41.64720153808594,Trulieve,600018e779364106f1345643,FL_0034,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,93.4,fuzzy,addr:89|city:100|zip:100,Jungle Boys,1392 W International Speedway Boulevard,Daytona Beach,32114,Volusia,Jungle Boys,1392 W International Speedway Blvd Ste 106,Daytona Beach,32114.0,29.19715118408203,-81.05699157714844,118548.0,5926.096183786774,20.0044002532959,Jungle Boys,64c412fc7284183da26680b9,FL_0035,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,10339 San Jose Boulevard,Jacksonville,32257,Duval,Trulieve,10339 San Jose Blvd,Jacksonville,32257.0,30.19022560119629,-81.62616729736328,118535.0,4555.131434167108,26.022300720214844,Trulieve,600018e779364106f1345643,FL_0036,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,92.8,fuzzy,addr:88|city:100|zip:100,Trulieve,28 Old Kings Road N,Palm Coast,32137,Flagler,Trulieve,28 N Old Kings Rd,Palm Coast,32137.0,29.55824089050293,-81.21685791015625,117073.0,3452.024762806748,33.91429901123047,Trulieve,600018e779364106f1345643,FL_0037,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,1300 N Parrott Avenue,Okeechobee,34972,Okeechobee,Trulieve,1300 N Parrott Ave,Okeechobee,34972.0,27.25714874267578,-80.82911682128906,116406.0,3142.8632819814156,37.03820037841797,Trulieve,600018e779364106f1345643,FL_0038,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf,749 W 23rd Street,Panama City,32405,Bay,Curaleaf,749 W 23rd St,Panama City,32405.0,30.1890926361084,-85.67206573486328,116296.0,3881.657168969609,29.960399627685547,Curaleaf,60a391b56b7a694c7c956ebe,FL_0039,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,1090 Dunlawton Avenue,Port Orange,32127,Volusia,Trulieve,1090 Dunlawton Ave,Port Orange,32127.0,29.124217987060547,-81.00935363769531,115997.0,7655.102453922901,15.152899742126465,Trulieve,600018e779364106f1345643,FL_0040,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,7050 Sumter Crossing Drive,North Port,34287,Sarasota,Trulieve,7050 Sumter Crossing Dr,North Port,34287.0,27.03369140625,-82.21216583251953,115095.0,3862.611349381404,29.797199249267575,Trulieve,600018e779364106f1345643,FL_0041,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,92.8,fuzzy,addr:88|city:100|zip:100,Trulieve,1030 Broadway Avenue N,Bartow,33830,Polk,Trulieve,1030 N Broadway Ave #1d,Bartow,33830.0,27.905908584594727,-81.84285736083984,114147.0,6555.989998281194,17.411100387573242,Trulieve,600018e779364106f1345643,FL_0042,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,2150 S Ferdon Boulevard,Crestview,32536,Okaloosa,Trulieve,2150 S Ferdon Blvd,Crestview,32536.0,30.73859405517578,-86.5653305053711,114134.0,5800.081457494321,19.67799949645996,Trulieve,600018e779364106f1345643,FL_0043,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,97.6,fuzzy,addr:96|city:100|zip:100,Trulieve,801 W Martin Luther King Jr Boulevard,Seffner,33584,Hillsborough,Trulieve,801 W Dr Martin Luther King Jr Blvd,Seffner,33584.0,27.981868743896484,-82.28760528564453,112962.0,4800.805702023736,23.529800415039062,Trulieve,600018e779364106f1345643,FL_0044,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,1720 W US Hwy 90,Lake City,32055,Columbia,AYR Cannabis Dispensary Lake City,1720 W US Hwy 90,Lake City,32055.0,30.180574417114254,-82.6605224609375,111236.0,3436.9224233350787,32.3650016784668,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0045,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,13832 Landstar Boulevard,Orlando,32824,Orange,AYR Cannabis Dispensary Orlando Landstar,13832 Landstar Blvd,Orlando,32824.0,28.36354637145996,-81.36629486083984,110902.0,5015.874825926904,22.110200881958008,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0046,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,14099 Cortez Boulevard,Brooksville,34613,Hernando,Trulieve,14099 Cortez Blvd,Brooksville,34613.0,28.534364700317383,-82.49543762207031,110340.0,2845.325104686927,38.77939987182617,Trulieve,600018e779364106f1345643,FL_0047,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,85.0,fuzzy,addr:100|city:100|zip:0,Trulieve,1644 N Florida Avenue,Lakeland,33805,Polk,Trulieve,1644 N Florida Ave,Lakeland,33803.0,28.06759452819824,-81.95773315429688,109958.0,2417.9080724801265,45.47650146484375,Trulieve,600018e779364106f1345643,FL_0048,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,FLUENT,971 Cassat Avenue,Jacksonville,32205,Duval,FLUENT Cannabis Care,971 Cassat Ave,Jacksonville,32205.0,30.309627532958984,-81.73035430908203,109159.0,5981.708295275307,18.24880027770996,FLUENT Cannabis Care,61ed5ba8873a7018afea0377,FL_0049,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,94.8,exact,addr:100|city:79|zip:100,Surterra Wellness,233 Racetrack Road NW,Fort Walton,32547,Okaloosa,Surterra Wellness,233 Racetrack Rd NW,Fort Walton Beach,32547.0,30.448890686035156,-86.62550354003906,109127.0,2742.5802840925867,39.78990173339844,Surterra Wellness,60a3920e6b7a694c7c956ec3,FL_0050,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,201 E 6th Street,Panama City,32401,Bay,AYR Cannabis Dispensary,201 E 6th St,Panama City,32401.0,30.158985137939453,-85.65878295898438,108728.0,4157.826726250372,26.15019989013672,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0051,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,92.8,fuzzy,addr:88|city:100|zip:100,Trulieve,3055 Columbia Boulevard,Titusville,32780,Brevard,Trulieve,3055 Columbia Blvd B110,Titusville,32780.0,28.551610946655273,-80.8426513671875,108158.0,2133.319053907801,50.69940185546875,Trulieve,600018e779364106f1345643,FL_0052,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,2076 Seminole Boulevard,Largo,33778,Pinellas,Trulieve,2076 Seminole Blvd,Largo,33778.0,27.897659301757812,-82.78752899169922,107974.0,2479.806430139728,43.54130172729492,Trulieve,600018e779364106f1345643,FL_0053,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,88.0,fuzzy,addr:80|city:100|zip:100,Trulieve,10523 US Hwy 19,Port Richey,34668,Pasco,Trulieve,10523 US-19,Port Richey,34668.0,28.310272216796875,-82.70042419433594,107804.0,6199.801036299439,17.3882999420166,Trulieve,600018e779364106f1345643,FL_0054,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,MUV,942 W Lumsden Rd,Brandon,33511,Hillsborough,MUV Dispensary,942 W Lumsden Rd,Brandon,33511.0,27.923873901367188,-82.29902648925781,107286.0,3707.4305838708783,28.938100814819336,MUV Dispensary,61ed5a32850f00528249a419,FL_0055,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,1100 S Tamiami Trail,Osprey,34229,Sarasota,Trulieve,1100 S Tamiami Trail,Osprey,34229.0,27.180477142333984,-82.4832992553711,107204.0,7460.264499217781,14.369999885559082,Trulieve,600018e779364106f1345643,FL_0056,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,10347 Bonita Beach Road SE,Bonita Springs,34135,Lee,Trulieve,10347 Bonita Beach Road SE,Bonita Springs,34135.0,26.33040428161621,-81.78118133544922,107044.0,2319.60565845739,46.147499084472656,Trulieve,600018e779364106f1345643,FL_0057,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,89.0,exact,addr:100|city:56|zip:100,Trulieve,18350 NW 47th Avenue,Miami,33055,Miami-Dade,Trulieve,18350 Nw 47th Ave,Miami Gardens,33055.0,25.940723419189453,-80.27779388427734,106962.0,3588.9074368071356,29.80349922180176,Trulieve,600018e779364106f1345643,FL_0058,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Sunburn,11551 University Boulevard,Orlando,32817,Orange,Sunburn Cannabis,11551 University Blvd,Orlando,32817.0,28.59833526611328,-81.2200927734375,106917.0,5536.4134244096695,19.311599731445312,Sunburn Cannabis,64d2a23184b2d019c221dc00,FL_0059,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,2616 Enterprise Road,Orange City,32763,Volusia,Trulieve,2616 Enterprise Rd,Orange City,32763.0,28.913084030151367,-81.2958755493164,106783.0,5854.780591948844,18.23859977722168,Trulieve,600018e779364106f1345643,FL_0060,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,5900 Rock Island Road,Tamarac,33319,Broward,Trulieve,5900 Rock Island Rd,Tamarac,33319.0,26.199134826660156,-80.21916198730469,105384.0,3823.83047339686,27.559799194335938,Trulieve,600018e779364106f1345643,FL_0061,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,88.6,fuzzy,addr:81|city:100|zip:100,Trulieve,40545 US Hwy 19 N,Tarpon Springs,34689,Pinellas,Trulieve,40545 US Hwy 19 N Suite D,Tarpon Springs,34689.0,28.140701293945312,-82.73950958251953,105359.0,5919.843193940929,17.79759979248047,Trulieve,600018e779364106f1345643,FL_0062,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,15100 Biscayne Boulevard,North Miami Beach,33160,Miami-Dade,Trulieve,15100 Biscayne Boulevard,North Miami Beach,33160.0,25.91539001464844,-80.15702819824219,105264.0,6147.126076747947,17.124099731445312,Trulieve,600018e779364106f1345643,FL_0063,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
FL,regulator_with_placer,True,92.2,fuzzy,addr:87|city:100|zip:100,Trulieve,101 US Hwy 17,Palatka,32177,Putnam,Trulieve,101 Hwy 17,Palatka,32177.0,29.655853271484375,-81.65633392333984,105098.0,4177.451735664996,25.15839958190918,Trulieve,600018e779364106f1345643,FL_0064,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-22
