census_geoid,latitude,longitude
12101033008,28.2353773,-82.1966478
42101017800,39.9913752,-75.117304
42129807201,40.2557143,-79.4993366
12073000301,30.4251786,-84.2722887
12086008315,25.6219897,-80.3675426
42045405300,39.8391778,-75.3944995
42125771100,40.2234039,-80.0263995
12086009812,25.9533948,-80.1872916
12103025204,27.9215235,-82.8118162
12086006605,25.7667448,-80.1982913
12086006607,25.7643408,-80.2080152
12089050308,30.6415589,-81.5104488
12009065129,28.0231101,-80.6115693
42071011803,40.085582,-76.2914802
12086003914,25.8487225,-80.1217919
12057011910,28.0141027,-82.4922337
12015020301,27.0181018,-82.1288503
42129803901,40.3278101,-79.5399868
12089050306,30.6669743,-81.6066735
12103027206,28.0862619,-82.7531436
42049010700,42.0879694,-80.1294068
12001000901,29.6431195,-82.3538453
12085000100,27.2170393,-80.1809168
12015020402,27.0144912,-82.2078732
12101031804,28.4114277,-82.626555
42045408001,39.9695415,-75.3840325
42101008000,39.9506586,-75.2268464
12015030401,26.916676,-82.3226492
42101034100,40.0763658,-75.0806955
42017105010,40.213223,-74.967731
42089300314,41.15552,-75.4048844
12009062113,28.411948,-80.7754525
12011043100,26.0986303,-80.1783328
12019031202,30.0400295,-81.7739996
12011041100,26.1366778,-80.1808202
42003202200,40.4541161,-80.0636016
42049011510,42.1404221,-79.93968
42001031600,39.7686313,-77.3439936
12107950202,29.7354111,-81.7843587
42045407102,39.8984044,-75.3991184
42133022921,39.9097368,-76.65526
42073010201,41.0629598,-80.3547434
12073002005,30.4442964,-84.3138119
12086004206,25.7956397,-80.1271682
12081001107,27.4680948,-82.6593308
12103023602,27.7831561,-82.6332111
12115001102,27.3600754,-82.5136479
42101024000,40.0280807,-75.1794623
12086003709,25.7821926,-80.1949309
42125746100,40.2912886,-80.0855059
42107000200,40.9009642,-75.9923816
42091201302,40.1527072,-75.2227408
12071030100,26.7557936,-81.7439492
12113010601,30.6410709,-87.0451514
42133000700,39.9568065,-76.7211354
12086017101,25.7095356,-80.4021419
12011090303,26.0263097,-80.1465202
42091205904,40.0656943,-75.3494908
42013100300,40.5040563,-78.4129069
42041010203,40.2625893,-76.922281
12086006105,25.757788,-80.2838417
42001030500,39.9280184,-77.2299913
12103026701,27.9881793,-82.7696328
42003565300,40.3994999,-79.9555215
42077005401,40.6430564,-75.6694462
12117020500,28.8157157,-81.2829923
12086000609,25.8504908,-80.285688
12111382118,27.2500925,-80.4076178
42049001600,42.1282563,-80.0250123
12017451604,28.7076327,-82.5146416
12086000612,25.8631036,-80.2696893
12011020420,26.211394,-80.2244913
12086011702,25.9437044,-80.2987242
42003429202,40.5243542,-79.9952459
12127091005,28.8183509,-81.1570999
42101038800,40.0571595,-75.1982438
12099007620,26.3611693,-80.111665
12011030703,26.2669596,-80.1776034
12019030103,30.0815218,-81.9007372
12031014329,30.3349067,-81.463059
12117020810,28.7249681,-81.34252
42013011500,40.3456214,-78.4214046
42095017604,40.6672509,-75.3355619
12086008000,25.6736733,-80.2629659
12103027323,28.0718524,-82.7085989
12069030302,28.8542904,-81.820323
12086006709,25.7670382,-80.1892956
12057006503,27.9006348,-82.5317072
42091203500,40.1195596,-75.3264527
12099007773,26.4965519,-80.1939729
12097041502,28.2349819,-81.4236082
42095010500,40.6243442,-75.3526407
12099004705,26.6264416,-80.1338967
42045403200,39.9224103,-75.2881193
42011000900,40.3471262,-75.927887
12086000212,25.9324417,-80.1578457
42129802101,40.4520428,-79.6949638
12011070319,26.1274143,-80.394451
12095013406,28.5277025,-81.304243
12073002413,30.6242927,-84.1603601
12086012502,25.8858219,-80.3585828
42043021400,40.2467589,-76.86516
42101031502,40.0393987,-75.0550873
12086000211,25.9429572,-80.1546743
42125732000,40.0942734,-80.3003045
12097043600,28.2758935,-81.2535682
42011000800,40.3522662,-75.9178945
12039020101,30.6325077,-84.455663
42091200603,40.26093,-75.2445367
12115002508,27.034922,-82.4208503
12009065231,27.9635513,-80.5807544
42091201606,40.1276524,-75.1292222
12053041104,28.4634809,-82.5689236
12099002200,26.7305347,-80.0606673
42101006500,39.9330954,-75.2318407
12057007300,27.8491777,-82.5107811
42079213600,41.2428633,-75.9404324
12127090203,29.1156875,-81.33663
12031014417,30.2399019,-81.5371132
12011060303,26.1580017,-80.2229792
12127082202,29.1840667,-81.0215247
42003080700,40.4609734,-79.9343798
12086009402,25.9328343,-80.2578284
42055011900,39.7871801,-77.6807296
12105014301,27.9122926,-81.5959123
12007000400,30.0678789,-82.1044475
42077001402,40.5703076,-75.4889263
12111382012,27.3069115,-80.3412103
12071040135,26.5799157,-81.8112828
42013010900,40.45342,-78.3050339
12069031203,28.6220437,-81.9168711
42101016002,39.9802781,-75.1247874
12057013207,27.9147944,-82.2071328
12081000406,27.4721472,-82.611134
12097040805,28.3311817,-81.6039939
42133022200,39.8188624,-76.9798696
12099007845,26.7513732,-80.2538613
12097043208,28.23197,-81.3152558
12069030701,28.7980669,-81.8752443
42007602100,40.7025338,-80.28373
12099004601,26.6276175,-80.1029721
42045409803,40.0366932,-75.3972196
42003020100,40.4406616,-80.001277
12011070205,26.0909372,-80.3021137
42003562901,40.4080909,-79.9478036
42085032802,41.1702041,-80.1100409
12011061004,26.109314,-80.2715703
42069102000,41.4137494,-75.6853335
12099007918,26.7740354,-80.2364148
42029305500,39.9915808,-75.8248453
12111380800,27.4530032,-80.4034731
42091206108,40.1374663,-75.4570184
42129804803,40.2834314,-79.6762721
12127082705,29.0088763,-80.8905488
12031014203,30.2580334,-81.3906744
12086000143,25.9633218,-80.136366
12033003511,30.5293586,-87.1947233
12101030411,28.1790792,-82.7701818
42101031402,40.0434526,-75.0604732
12099007768,26.3754459,-80.1774179
12071010416,26.5543918,-82.0209438
12086004105,25.8028426,-80.1252244
12069030411,28.9332031,-81.8985089
12127083006,28.9551861,-80.9059949
12095012306,28.6044337,-81.4558554
12115000503,27.3234302,-82.5055187
42097081600,40.7850471,-76.5586663
12057010816,28.0593173,-82.4394516
12011060801,26.1134971,-80.2101089
12069031323,28.5028045,-81.780273
12081001300,27.5146233,-82.587256
42011011200,40.3337613,-75.9468861
12086000204,25.9347899,-80.1979094
12086015400,25.7372782,-80.4111704
12086012802,25.9049789,-80.3347276
42079216502,40.9914364,-76.0957656
42075000500,40.3419152,-76.4040662
12011070404,26.0558453,-80.2650146
12061050401,27.6315547,-80.3847074
12015010402,26.917464,-82.060944
42055010402,39.9653015,-77.6072713
12009060302,28.648633,-80.8298884
12011060203,26.1447141,-80.2311512
42075004200,40.2610931,-76.4109519
12103022200,27.7722895,-82.7060175
12071030300,26.7422983,-81.6360501
12086007403,25.7290167,-80.2652717
42101001900,39.9400454,-75.172227
12057012600,28.0019031,-82.1337086
12009071100,28.636397,-80.9164017
42129805100,40.2627013,-79.7640126
42085033200,41.2324166,-80.5060302
12095018902,28.543422,-81.3787957
42007603000,40.5990051,-80.3772979
12011060127,26.2047665,-80.2282744
12073002106,30.4515522,-84.3293785
12099001801,26.7468477,-80.0703651
12095015001,28.586016,-81.5511421
12011020421,26.2129463,-80.2358809
12105012514,28.172163,-81.6275632
12081002024,27.5151472,-82.4727265
42101038700,40.0833124,-75.213076
12017450501,28.9424035,-82.6735575
12099004602,26.6216051,-80.101259
12011030903,26.2168472,-80.1267469
12001002201,29.6806839,-82.5430707
42101003800,39.918466,-75.1831321
12099004821,26.5966044,-80.1431497
12086011012,25.4860023,-80.4344974
12095017114,28.4853869,-81.5921753
12015021002,26.9854054,-82.0412665
42101027000,40.0493231,-75.1331512
12095016603,28.558862,-81.0744634
12031012000,30.3102335,-81.7666953
12009065236,27.9097787,-80.5605671
42003424000,40.4932427,-79.9215474
12103022501,27.7863565,-82.7249007
12101031808,28.3752642,-82.57028
42101008601,39.9537341,-75.2165929
12099005202,26.6063692,-80.0555648
12057011708,27.9766176,-82.555108
12095018100,28.5663724,-81.532626
12099000903,26.8140487,-80.095988
12081000601,27.489888,-82.5819701
42029303902,39.9691225,-75.6423192
42077000600,40.5922016,-75.4494763
12017450104,28.9249692,-82.4053265
12103026916,28.0114324,-82.7565997
12086015202,25.7311635,-80.4383313
12087970800,24.9812291,-80.5518796
42017100213,40.0963159,-74.9224483
12095017805,28.7522053,-81.461304
12099003600,26.6562155,-80.050583
42041011901,40.2507863,-77.2241545
12099004903,26.6065797,-80.0976437
42101019000,40.0095015,-75.0986136
42101013200,39.9662042,-75.1571336
12099001402,26.7585975,-80.0738496
12086009909,25.9679918,-80.225157
42069112500,41.3957724,-75.7147126
42091208203,40.3193063,-75.6039354
12086004500,25.7576865,-80.1414395
42129803502,40.3173397,-79.7184151
42091200103,40.1517816,-75.056943
42089300104,41.0825529,-75.1560623
42133020802,40.0763598,-76.7645129
12111381604,27.355224,-80.3018471
12071020201,26.7352592,-81.8654901
42101012502,39.963017,-75.1758223
42003480400,40.3803705,-79.9524487
12086009505,25.9342344,-80.209664
12011110307,26.0253236,-80.2946996
12057005101,27.948492,-82.4568348
12011020414,26.2235301,-80.2780414
12113010710,30.4817516,-87.0750735
12031011904,30.2893378,-81.8242092
42003509400,40.4085613,-79.8214657
42003515100,40.4182193,-79.8785411
12095016412,28.5841424,-81.2537201
12031016101,30.290932,-81.6192642
12101033012,28.2206393,-82.1877432
42077000900,40.6090737,-75.4673859
42091202401,40.0729854,-75.147191
12011020321,26.2347874,-80.274845
12011020311,26.2798955,-80.2585027
12091021801,30.4584552,-86.649452
12055960200,27.6230303,-81.4694937
12055961701,27.2370866,-81.331826
42133021712,39.8526989,-76.8304971
12057013410,27.8838064,-82.3222101
42091201901,40.0942177,-75.098437
12057011206,28.0618117,-82.4609136
12103022601,27.7868535,-82.7062973
42091203602,40.1279989,-75.3323314
42091203401,40.1377026,-75.3626558
12105012803,28.0893583,-81.6960771
42129804503,40.2874034,-79.5278976
12011060111,26.2068831,-80.2835069
12081001604,27.5726125,-82.5420836
42017105511,40.2054084,-74.8553893
42001031401,39.8511519,-77.2568852
42003130700,40.457326,-79.885651
12031011300,30.3921062,-81.7081201
12097043209,28.1590249,-81.3271029
12086016800,25.709883,-80.4260118
12011070405,26.0367853,-80.3092283
12083001105,29.0750397,-82.057279
12095017006,28.3919752,-81.4309292
12103025207,27.8974737,-82.8146156
12099004012,26.6376384,-80.1375166
12005000203,30.2789714,-85.6518147
12086004704,25.8095208,-80.2974761
12033003613,30.6126242,-87.3794964
12111380600,27.4173211,-80.3325263
42101033000,40.0335999,-75.0338545
12011110321,25.9750531,-80.3227839
12011050308,26.154099,-80.1949369
12086009312,25.9229361,-80.3018016
42089300101,41.1129225,-75.2196728
12086010804,25.5125778,-80.4239636
12017450308,28.9480454,-82.5314797
42021013300,40.2835607,-78.7357121
42091203207,40.1566391,-75.2752975
42003488600,40.3347646,-79.9160493
12093910601,27.2232201,-80.8486521
12011060302,26.1529482,-80.2279594
12031014336,30.3304379,-81.4810918
12011090900,26.0216993,-80.1839799
42129800800,40.5571226,-79.7520444
42095017404,40.7322013,-75.2683596
42045401101,39.9595451,-75.2922829
12099007009,26.3741343,-80.1323735
12009063102,28.2753586,-80.7117101
12127091030,28.9033465,-81.2218229
42101024900,40.0511009,-75.1601167
12057014014,27.7083183,-82.3579753
12086019000,25.6786512,-80.4059756
42101039100,39.933272,-75.2132103
12086008503,25.7283308,-80.3445649
42081011603,41.2293025,-77.0085713
12083001010,29.0888316,-82.2307165
42091205809,40.1083703,-75.3675835
12113010711,30.5597706,-87.1300619
12071001104,26.6080741,-81.862822
12086000506,25.92114,-80.2481297
42101033900,40.0685547,-75.0873392
42101033400,40.0536218,-75.0531814
12086012403,25.9496073,-80.3875995
12011060607,26.1320096,-80.2459834
12099003102,26.6996173,-80.1195989
12083002202,29.1845167,-82.0768726
12101032112,28.1757414,-82.33206
12113010707,30.6187977,-87.2109052
12009060103,28.6912116,-80.8674366
42085033000,41.154426,-80.0878143
42017100900,40.1582168,-74.949353
12103027701,27.8112951,-82.8081865
12005002703,30.2211035,-85.8674826
12061050306,27.6812609,-80.3950863
12086006303,25.7615522,-80.2429416
42079213000,41.2593881,-75.8950221
12103027204,28.104164,-82.738084
12105011400,28.0825177,-81.956074
42099030301,40.3535804,-77.0365176
12055961100,27.4729378,-81.446841
42003980900,40.4716746,-80.0433505
12021011400,26.4694613,-81.3295167
12011060306,26.169446,-80.226139
42079213100,41.2559763,-75.8837262
42091206201,40.1888737,-75.5361014
42101027700,40.0505407,-75.1512097
12086009102,25.8138881,-80.314397
