census_geoid,latitude,longitude
12031015806,30.2989522,-81.5673774
12053040601,28.649206,-82.4094477
12095017112,28.4528251,-81.5762646
42029305600,39.9813353,-75.8182771
12057000601,28.0295881,-82.4765398
42091206901,40.2427746,-75.3134779
12085001200,27.1490875,-80.2089847
12061050102,27.6273223,-80.4113634
42045980100,40.0346508,-75.3393905
42003040600,40.4367398,-79.9522906
12095016813,28.3654147,-81.3751173
42085033400,41.2059718,-80.5019268
42063961600,40.5423984,-79.187334
42011000200,40.3551788,-75.9483954
12047960103,30.4944677,-82.8403623
42003488300,40.3701776,-79.8876886
12095017506,28.6326673,-81.5316228
12073000905,30.4285011,-84.2347477
12011110364,25.959283,-80.3241931
12081000307,27.4440731,-82.5856023
12086000804,25.8358596,-80.2758152
42017105507,40.2154802,-74.8243199
12081002017,27.4026817,-82.4447734
42003980500,40.4327243,-79.9436647
42101000806,39.9483711,-75.1661849
12101032402,28.4073618,-82.1141167
12086001301,25.8511043,-80.1734414
42003050100,40.4477128,-79.9728906
12063210902,30.764089,-84.9542335
12086009322,25.878186,-80.3203685
12109020906,29.9409085,-81.4536569
12057005800,27.9337097,-82.5119638
12105012413,28.2880319,-81.7484084
12119911204,28.891737,-82.0102088
12057000101,28.0484773,-82.4131381
42011011500,40.2874567,-75.986899
12073002606,30.3976984,-84.1209269
12086009904,25.96551,-80.2350913
12011010102,26.2978686,-80.0882411
12057010823,28.0779399,-82.4157999
12095013606,28.4552715,-81.3183168
42101001001,39.9456722,-75.151602
42073000600,41.0001206,-80.3350219
42001031201,39.7670787,-77.1799532
42003562600,40.4432151,-80.037072
12086018100,25.6803427,-80.4380829
12111381107,27.5399987,-80.3637314
12113010812,30.374453,-87.110453
12071040314,26.5825476,-81.5824215
12009071343,28.0019418,-80.6753713
12086006707,25.7655243,-80.1843489
12101032013,28.1828897,-82.4446868
12013010200,30.3817348,-85.2758361
12015020205,27.0088343,-82.0987372
12011070503,26.041882,-80.2529925
12081000703,27.4934467,-82.551983
42101031900,40.0230596,-75.0648989
42091208601,40.2497662,-75.5178932
42019902100,40.8688426,-79.8890091
12099003507,26.7472098,-80.0388086
42017106000,40.1462473,-74.9021199
12086002708,25.799944,-80.1863826
12119911201,28.9018995,-81.9605436
12111382015,27.2684195,-80.3407295
12095016811,28.3590397,-81.3260364
12105012126,28.0852648,-81.9857284
12011020319,26.2501371,-80.272168
12011043001,26.0892803,-80.1934935
12111382130,27.2834987,-80.3871567
42003432300,40.5045859,-80.067854
12061050506,27.803627,-80.4296405
12129010205,30.1217252,-84.3297876
12105012307,28.2024192,-81.9556207
12031001000,30.3316498,-81.651717
12057011614,28.0174903,-82.5941486
12105014201,27.9646254,-81.5741913
12099007721,26.6551674,-80.3168573
42045409903,39.9918664,-75.3892611
12103022503,27.8006095,-82.7206674
42007600702,40.7514634,-80.3832174
12115002101,27.1903939,-82.4757051
12111381300,27.4138356,-80.2759149
12099007616,26.3298433,-80.1366433
42091201608,40.1225463,-75.1072552
12086000807,25.8330613,-80.2827352
12117022209,28.6176174,-81.2919746
12057013801,27.8244777,-82.3950484
42129800700,40.5616976,-79.7659638
42077006203,40.5790725,-75.5793185
42017100600,40.0977478,-74.853532
42101019502,40.003403,-75.1300445
12083000605,29.0713574,-81.845076
42003513000,40.4017394,-79.8537042
42081000400,41.2431431,-77.0141931
12086000712,25.8366495,-80.2949559
12009069906,28.3817844,-80.707491
42041011306,40.2613384,-76.9999763
12095017001,28.4402252,-81.4540911
12011050900,26.1613762,-80.1474899
42027011301,40.8122778,-77.8918995
42003412004,40.5932257,-80.1184237
12011031205,26.2554967,-80.085838
12095012403,28.5853691,-81.4339188
12071040211,26.6267116,-81.6116077
42063962200,40.4459408,-79.0113972
42003551200,40.3509099,-79.8356105
12097042500,28.3369048,-81.3679129
42029311300,39.9078908,-75.6613474
12009064201,28.1166945,-80.6212083
42125754200,40.1658117,-80.2318277
12031016729,30.1734544,-81.5898972
42101009300,39.962289,-75.2240326
12095016745,28.552673,-81.1510212
12086009401,25.9332109,-80.2476972
42101008801,39.9539319,-75.1984477
12071040308,26.543283,-81.5828961
12117021612,28.6874158,-81.4306077
42003981800,40.4774936,-79.896498
12073002517,30.425327,-84.1515811
12086010709,25.5334406,-80.3794959
12057012107,27.9914239,-82.2920184
12095016804,28.4092466,-81.3529448
12103020106,27.6674028,-82.6933723
12115000300,27.3605726,-82.5342106
42029302600,39.9583682,-75.5963573
42077002303,40.5935977,-75.5363355
12103023800,27.7953004,-82.6395735
12031016804,30.1562544,-81.6615284
42055010701,39.8728874,-77.5453179
12099007747,26.3858111,-80.1807631
42101024300,40.0215855,-75.1710376
12031012100,30.319595,-81.7404135
12053041502,28.486766,-82.6330179
12033003607,30.5503982,-87.2164548
12086006504,25.754447,-80.2182114
12091022900,30.4163453,-86.6576507
42043021600,40.2725036,-76.8605789
42089300322,41.2005883,-75.379184
42003427200,40.4948391,-79.9653741
12099007741,26.3587497,-80.1786947
12031002501,30.3158643,-81.7085969
12069030109,28.936295,-81.6210757
42075004100,40.2708694,-76.4511194
12031016803,30.1449604,-81.6151977
12009065024,28.0614425,-80.6623115
42101017000,40.0078562,-75.1834444
12011051002,26.1591296,-80.1251581
12011042900,26.1139128,-80.1940057
12075970700,29.102041,-82.6469617
42079201500,41.254593,-75.8445509
42085032602,41.2040257,-80.1741983
12099005950,26.5222914,-80.1616794
42101008702,39.9538112,-75.2070434
12095016728,28.5347138,-81.2000388
42091203203,40.1581384,-75.3072707
12071050323,26.3250607,-81.6646982
12097043205,28.1477377,-81.25802
12109021003,29.8990347,-81.3799682
42101020300,40.0125819,-75.1495922
12033003301,30.5086926,-87.3264917
12103024001,27.7989897,-82.6220916
42029301600,40.1751031,-75.7569503
42079211102,41.3830989,-75.8385626
12121970601,30.0186489,-82.9460796
12053041201,28.5113167,-82.5588967
12117021802,28.6520957,-81.3567977
12009064602,28.1139733,-80.6828024
12099007414,26.4116214,-80.0643524
12005001501,30.2120003,-85.6829882
12019031105,29.8736684,-81.8581013
12103025020,27.8869301,-82.7375171
42003412003,40.5997823,-80.0813656
12017450901,28.8646896,-82.277671
42017104100,40.3769203,-75.2059483
12011090403,26.0150267,-80.1543048
12011041300,26.1278751,-80.1918841
42079217600,40.9612058,-75.974425
12011020212,26.23946,-80.2246625
42091200903,40.2334246,-75.2808915
42101036901,39.9471283,-75.1970015
12105014904,27.9327499,-82.0364462
12115002735,27.0624532,-82.3638002
12057011525,28.0558883,-82.6088864
12017450309,28.9819825,-82.4778577
12117022206,28.6317281,-81.3024572
42079212800,41.2682763,-75.883014
12095015005,28.5867913,-81.5008741
12111381508,27.3660598,-80.3655999
12053041105,28.4828261,-82.5528538
12086010209,25.5743893,-80.3937342
42101026302,40.0687425,-75.1571945
12127082404,29.1742186,-81.0176067
12009062800,28.2679338,-80.6893695
12009061100,28.5657664,-80.8352032
42003050600,40.4535904,-79.9600343
12117021205,28.6476749,-81.0446914
12103022700,27.7861425,-82.6892847
12071010305,26.6437481,-81.9159554
42101008802,39.9529471,-75.2027609
42045408600,39.9876619,-75.320403
42071000900,40.035622,-76.3007728
12061050402,27.6424809,-80.3834222
12011100803,25.9803904,-80.2024151
12105013101,28.0996648,-81.8150213
12086008409,25.6566438,-80.3396245
12071040208,26.6818232,-81.6260312
12109020803,30.1148079,-81.6319421
12009060201,28.6512412,-80.8716929
42069112800,41.3560411,-75.704697
12117021404,28.6857283,-81.2985155
12091021200,30.4899227,-86.514663
42003407002,40.6117266,-79.870697
12011010401,26.3225329,-80.1621976
12071010702,26.5840711,-81.9281848
12009060700,28.6074077,-80.8143413
12057005500,27.940147,-82.4679013
12099006502,26.4552616,-80.0694283
12099006006,26.5187723,-80.114622
42003456001,40.367101,-80.1470135
12011020404,26.2150072,-80.214255
42079201200,41.2556355,-75.8728989
42011013200,40.3323297,-75.6374781
12061050907,27.6884277,-80.5236851
42051261000,40.0093109,-79.7368947
12005000805,30.1372378,-85.5775998
42101032000,40.0271745,-75.05486
42045404900,39.855203,-75.3566491
12095014807,28.5236695,-81.4870445
42019910900,40.9138467,-79.9189776
42003262000,40.4671705,-79.9952133
12086009056,25.8193745,-80.3647773
12105012601,28.1259978,-81.6307064
12031010105,30.4519237,-81.4436806
12081002012,27.4658006,-82.4762383
12091021400,30.4583635,-86.5467253
42091203601,40.122652,-75.3376717
42003423000,40.4927887,-79.9030596
12127082903,29.0230192,-80.9677664
12011080402,26.0498707,-80.1813909
12107951300,29.4273002,-81.7003478
42017100808,40.2024656,-74.9250133
12095016741,28.5534471,-81.2020088
12017450401,29.0192163,-82.5272993
42101031300,40.0394028,-75.0700057
12031014703,30.3844321,-81.6167715
12039020300,30.6565708,-84.6381265
12105014130,27.9921491,-81.5978004
12099007763,26.6648741,-80.2114256
42033330300,41.1216789,-78.7511226
42001031501,39.8350913,-77.2357145
12127080902,29.2343042,-81.0466767
12117022004,28.6405381,-81.3263917
12099005818,26.5439053,-80.0791592
12021011108,26.0573246,-81.6622395
42003170600,40.4226533,-79.9847631
12103026908,28.0364381,-82.7590366
12095013403,28.5358147,-81.3020882
12095016809,28.3826029,-81.3673305
12099004815,26.6461213,-80.1509398
12089050103,30.6647376,-81.4567953
12086009049,25.8329992,-80.3816357
42003562000,40.4518353,-79.9538982
12083000705,28.9880797,-81.886336
42101017602,39.9967182,-75.1305528
12085001103,27.1301821,-80.254828
42133010131,39.9866648,-76.642846
42017105702,40.2053376,-74.7730919
12083000903,29.0192125,-82.0927924
12086005707,25.7745134,-80.285151
12011040102,26.1989575,-80.0965198
12011091202,26.0135785,-80.2222656
12099001921,26.7480048,-80.1135469
12035060207,29.3456542,-81.2418371
12031014416,30.2688871,-81.4904978
12009065131,28.0292894,-80.6398853
42101003702,39.9245287,-75.1824353
12095017116,28.5268686,-81.627208
12011110311,26.0160985,-80.2720936
12071010601,26.5927838,-81.9505713
12057012208,27.9631848,-82.2601859
12086007809,25.6822132,-80.3213875
12103025413,27.9491563,-82.7325853
12127082508,29.0951932,-81.0081852
42049002500,42.1106033,-80.0662327
12095011200,28.5302355,-81.35026
12101031204,28.3531478,-82.6750171
12073002507,30.4537012,-84.085665
12011041200,26.1433649,-80.1947382
42039111700,41.665919,-80.1533902
12115002404,27.0944287,-82.4348076
12105012802,28.048151,-81.68875
12083000402,29.4294561,-81.99934
12015020103,27.021313,-82.0112844
12099005938,26.4451185,-80.1652178
12009071342,27.9936346,-80.6527935
12086000416,25.8717549,-80.2384282
42101008102,39.9522216,-75.2345584
12129010204,30.1780575,-84.3756483
42003120900,40.4622571,-79.9121163
42003271600,40.4713418,-80.0282841
42095015901,40.778377,-75.3932107
12095014805,28.5430668,-81.484766
12095017108,28.4056815,-81.5164371
12086011015,25.4674585,-80.4229808
12103025114,27.8682926,-82.7877875
12103028006,27.7357413,-82.7505317
42003513800,40.401736,-79.868622
12083001600,29.1799217,-82.1776775
42101033701,40.0673026,-75.0483163
12086000124,25.8949228,-80.1648288
12086000222,25.9417087,-80.1696886
42073000400,41.0054239,-80.3575769
12117020202,28.7921731,-81.2501237
42133023100,39.8986088,-76.6077353
12105013801,28.0173387,-81.75029
12099006012,26.5348177,-80.0947885
42085032300,41.2916208,-80.4694852
12057010701,28.0487012,-82.3820268
12095014706,28.5123034,-81.479202
12105016003,27.6793689,-81.7712737
12091022600,30.4061804,-86.6105571
12031011200,30.3898594,-81.6933907
42133021300,39.9533868,-76.7609593
12011110326,26.0003387,-80.3860597
42017102401,40.3776867,-75.2958104
42019903100,40.8267604,-79.9054131
42003261300,40.486005,-80.0059004
12099007421,26.3631809,-80.0690673
42071014401,39.9126747,-76.2276813
42041011602,40.1830566,-77.0052206
42003474203,40.3137744,-80.079108
12103027401,28.1530492,-82.7417385
12103026402,27.9644625,-82.7814582
12086008420,25.6682009,-80.3798322
12087971900,24.5772104,-81.7515563
12069031322,28.4882857,-81.7644579
42101036600,39.9469291,-75.1404797
12086009043,25.8438855,-80.3791424
12057002400,27.9895135,-82.4774143
12095011701,28.5308646,-81.4222508
12057013705,27.8777387,-82.3391496
42003414200,40.5657767,-79.9455334
42003523100,40.4716818,-79.8714492
12021010601,26.1389237,-81.7727425
42003485000,40.4005097,-79.8853994
42133021020,40.0871941,-76.7054114
12099004500,26.6238391,-80.0795373
12071010106,26.6616509,-82.0260411
12086004602,25.6752683,-80.1616268
12103025113,27.8543896,-82.7992689
12131950606,30.3466392,-86.1787753
12085000701,27.1896025,-80.2592774
42029300108,40.064195,-75.4161159
12086003708,25.7760099,-80.1863171
12095016733,28.4756444,-81.2764039
42091201705,40.1045457,-75.1475952
12115002729,27.0855295,-82.4250198
42101036201,40.08203,-74.9868079
42003526202,40.4682246,-79.7520768
12095017119,28.535884,-81.5495845
12021010513,26.162426,-81.7520372
12011031102,26.2416937,-80.0970158
12005001402,30.2459217,-85.6289273
12095018700,28.5639295,-81.4217562
12015020303,26.9888622,-82.1303088
12021010110,26.2664818,-81.8114274
12015020502,26.9575363,-82.0993051
42017101807,40.2366687,-75.1241107
12057011515,28.0912857,-82.5280486
12095015901,28.5983713,-81.3599871
42003478100,40.373007,-79.981261
42043022901,40.2509972,-76.8435549
12011070211,26.0799555,-80.2610787
12087972100,24.5801908,-81.7694753
42045407201,39.9216437,-75.4446492
12086000601,25.8757754,-80.2739022
12057011415,28.0477366,-82.539993
42049011201,42.0530551,-79.9488219
12086000312,25.9212479,-80.2028685
42007603900,40.6109093,-80.213447
12011110330,25.9986411,-80.3702776
12099007716,26.3809962,-80.1951963
12031015002,30.3278595,-81.5667233
42071013202,40.0391631,-76.254577
12061050509,27.573004,-80.3377418
12117020812,28.7502687,-81.3451127
42077009200,40.6396069,-75.4175653
12117020705,28.7335632,-81.3788531
42003500300,40.3378687,-79.8741164
42091207101,40.2997692,-75.3631278
12103022302,27.7759418,-82.7232075
12086005901,25.7596844,-80.2957619
42091203304,40.1402912,-75.3277125
42029300101,40.079189,-75.4327588
12111381103,27.5396723,-80.3962344
12061050101,27.6346881,-80.4129318
12009980000,28.4821141,-80.5690727
42101031501,40.0365919,-75.0481641
42027011901,40.7730015,-78.0241529
42091209201,40.2629897,-75.6726688
12021010424,26.2380687,-81.6007316
42045410700,39.8375022,-75.3707317
12086001102,25.8749807,-80.2014217
12099007757,26.5634743,-80.1886423
42101000401,39.9541871,-75.1758082
42073010900,40.962888,-80.2208053
42079214300,41.1916483,-75.9889413
12131950306,30.5209387,-86.2018575
12033003100,30.4530657,-87.2646086
12086007605,25.7175416,-80.304292
42089300404,41.0369539,-75.28468
12089050402,30.7287569,-81.8433223
12057002300,27.9874353,-82.4644384
12011042601,26.1119027,-80.1496947
12103024907,27.8474448,-82.6944772
12095017018,28.4154317,-81.4107737
42003151600,40.4250024,-79.9444005
12031010202,30.4203345,-81.6257771
12101030602,28.1908417,-82.7351731
42027010901,40.7861591,-77.6631976
42101034702,40.0569545,-75.0282679
42045408103,39.9604839,-75.3439049
12011060505,26.1424638,-80.2633535
42029302203,40.0034568,-75.6300167
12055960401,27.6100894,-81.5389452
12071001913,26.5050846,-81.9470464
12127083003,28.8402255,-80.8826752
42101030600,40.050492,-75.0943787
12105010800,28.0365474,-81.9665586
42071001400,40.0302822,-76.3082746
12015020700,26.9907679,-82.1015467
12086000715,25.8620598,-80.3039926
12086003005,25.7927088,-80.2341783
42003428100,40.473929,-79.9808153
12095012402,28.5943289,-81.4298399
12057011519,28.0496022,-82.6398494
12021011306,26.4697659,-81.5012607
12086002201,25.8190749,-80.1923875
12031014340,30.3095553,-81.472892
42079212700,41.2699984,-75.8948028
42101033200,40.0439733,-75.0449684
12031000700,30.2870913,-81.6578323
42055011302,39.970557,-77.7406669
42101002702,39.9280114,-75.1495606
12011042100,26.1245566,-80.1040087
12083000101,29.3168832,-82.2987269
42091207202,40.313244,-75.3214609
42043023700,40.1911753,-76.7377898
12095012800,28.5710434,-81.3547477
12069030507,28.7937636,-81.9162919
42129804902,40.2098436,-79.5891226
12099003201,26.6837947,-80.144318
12071001708,26.5514924,-81.8803383
12011030601,26.2542849,-80.1574777
12103026300,27.9817346,-82.7821659
12086001608,25.8197771,-80.2701203
42101021000,40.024473,-75.2151045
42091203403,40.1220607,-75.3748863
12101030204,28.2933353,-82.7105635
12095016100,28.5846233,-81.3359203
12115000405,27.3341134,-82.4881326
42091204104,40.0764963,-75.3059135
42011012902,40.371719,-75.7714065
12119910800,28.9411861,-81.9588831
42017100201,40.1354539,-74.9753295
12105012410,28.1351975,-81.7033585
12009071602,28.355496,-80.6937198
42125745101,40.2323021,-80.1974231
12086009325,25.8943979,-80.2935501
12071001501,26.565275,-81.889537
12099000803,26.8395267,-80.0838083
12071050319,26.4236943,-81.841151
42003480102,40.3443407,-79.9995278
12086000508,25.8841661,-80.2552475
12081001502,27.5232365,-82.5547591
12103026915,27.9995813,-82.7680868
12117021705,28.6575749,-81.4050211
42017100408,40.1548073,-74.8413324
12086016401,25.7234396,-80.4521332
42077005800,40.6707092,-75.4955466
12031013904,30.3653277,-81.4175047
42013100800,40.5365857,-78.4062173
12099000104,26.9603084,-80.0964852
12111382009,27.2801376,-80.3035359
12091021102,30.4985539,-86.4656315
12099005933,26.4597414,-80.1531823
12057004400,27.9614081,-82.4807917
12021010514,26.158613,-81.7264677
12085000200,27.2537631,-80.246106
42003051100,40.4415541,-79.9764371
12017451603,28.7278853,-82.468353
12069031301,28.6300002,-81.7074533
12009061202,28.5137287,-80.8002689
42091200703,40.272677,-75.2647039
12086001006,25.8526312,-80.2034403
12071070201,26.497769,-82.0783551
12105012125,28.131487,-82.046448
12086018003,25.6826896,-80.4755134
12117021506,28.7086498,-81.3504825
12091022800,30.4196239,-86.643344
12057013501,27.9331746,-82.4028891
12057010217,28.1518865,-82.3181793
42089300406,40.9910958,-75.3231228
42029302703,39.9872183,-75.6031377
12099005953,26.4909885,-80.1554313
12111380902,27.4671297,-80.3674548
12011031001,26.2345948,-80.1113672
12095017701,28.6989713,-81.516955
12017451001,28.8295587,-82.3176585
42125754300,40.1782461,-80.2450273
12115001503,27.3122483,-82.4789959
12095012304,28.586792,-81.4841599
12061050604,27.5942647,-80.3682455
12103027603,27.8953575,-82.8435166
42089300600,41.0110702,-75.1800181
12011020104,26.2509514,-80.1932792
12011060402,26.1558608,-80.2078708
12086016502,25.7054151,-80.470847
42095017902,40.5745727,-75.3365597
12086008314,25.6213911,-80.3753515
12011110313,26.0158727,-80.2433812
42091202402,40.0645417,-75.1311842
42043020500,40.2677977,-76.9024142
12115002739,27.0641056,-82.2365624
12086000603,25.8655498,-80.281949
12009071335,28.0261945,-80.6608605
42069103000,41.3887539,-75.680614
12031014421,30.2848585,-81.4505963
12101030800,28.2371929,-82.725355
12057011107,28.0961817,-82.4867888
12021010411,26.1778167,-81.7005691
42003453003,40.4258017,-80.1918441
12011090801,26.0287542,-80.2015391
12071000502,26.6435918,-81.8431321
42007601300,40.7534108,-80.3150389
42077006310,40.5354626,-75.5429967
12086000602,25.8759411,-80.2852208
12031014333,30.3637497,-81.5094857
42041011101,40.1935516,-76.9309941
12099000902,26.8273793,-80.0960888
12041950100,29.8135818,-82.8268265
12101031605,28.1847544,-82.5003822
42017101609,40.2112668,-75.0898192
12127091032,28.9370491,-81.2423087
42089300313,41.1848555,-75.5115951
42007603202,40.6404288,-80.2992519
12101030102,28.3680359,-82.7030297
12083002610,29.0767045,-82.2738741
42071000300,40.0496906,-76.2987012
12095015203,28.6329319,-81.3951196
12071060101,26.4625807,-81.9485694
42001030700,39.8251335,-77.1081367
12011020309,26.283191,-80.2081262
42003552000,40.3415634,-79.840906
42003405000,40.606483,-79.796432
12099004011,26.6449651,-80.1373989
12097041800,28.2937948,-81.4202478
12069030804,28.8017151,-81.7201434
42101003300,39.9385079,-75.1963391
12069030409,28.94541,-81.9369025
12081000804,27.4540931,-82.4985585
42133021802,39.8123297,-76.9515718
12099004823,26.5963488,-80.1648695
12011070315,26.0489699,-80.3647642
12099005960,26.5812222,-80.1647957
12097042603,28.3372233,-81.3353946
42133010300,39.9770783,-76.7195401
12101031005,28.2839195,-82.7096283
42079217001,40.9478552,-76.0360721
12001001519,29.612285,-82.3770724
12099007724,26.6700245,-80.2623834
42003320600,40.3946674,-80.0050642
42133000300,39.9694138,-76.7168575
42063961300,40.6314707,-79.0087645
42063961102,40.6075717,-79.1706076
12103024403,27.8324047,-82.6423623
12057010821,28.0717083,-82.437117
12129010206,30.2366914,-84.2074787
12011010202,26.3150641,-80.0952857
12021010437,26.2561329,-81.759902
12105011913,27.963632,-81.9806781
42017101404,40.1606579,-74.9997159
12103025211,27.9126736,-82.8115171
12105015404,27.8018259,-81.5653942
12085000300,27.2309422,-80.2725821
12031015701,30.3037782,-81.6154548
42011012701,40.3856938,-75.9468811
12101031508,28.1883778,-82.6574957
12011010614,26.2775207,-80.1758603
12086009803,25.9692201,-80.1788466
12086000906,25.856581,-80.2534343
42021013400,40.3375844,-78.9142791
12103021502,27.7747495,-82.6407388
12099006602,26.484135,-80.0769305
42089300323,41.1964655,-75.3591991
12086001101,25.8764691,-80.1927299
12101032006,28.2543431,-82.3803874
42101001002,39.9450045,-75.1466193
42003477300,40.356665,-79.9776506
12086002709,25.793705,-80.1860897
12103025412,27.9395566,-82.7382939
12086009811,25.962041,-80.2024057
42003552300,40.341754,-79.8513513
12011042301,26.1070531,-80.1257198
42129803301,40.3361167,-79.7654882
12071050212,26.4666053,-81.8164526
12009066302,28.1106123,-80.5854961
12101032401,28.4430903,-82.2146975
42091206106,40.1850561,-75.5183608
12115000104,27.3314845,-82.5457228
12127081500,29.2239763,-81.0256998
12089050401,30.6381269,-81.9190614
42021013700,40.2631124,-78.8331656
42069111400,41.4515431,-75.57576
42045403103,39.918096,-75.2752047
42019911200,40.8522545,-79.8317584
12021010604,26.1248099,-81.757522
12057014300,28.1221927,-82.1821382
12017451104,28.769663,-82.30794
12095017814,28.752609,-81.5219603
42003523200,40.4626132,-79.8533692
42013010101,40.6528368,-78.2425846
42133000100,39.9615658,-76.7266729
12086003918,25.8506994,-80.1571488
42095017403,40.7050614,-75.2563224
12086001005,25.8595676,-80.2142738
12115002509,27.0308132,-82.4098245
12083000304,29.3138635,-82.1757984
12095014811,28.4744496,-81.4835346
42101012201,40.0034648,-75.2106388
12109021101,29.6775581,-81.4213316
42075003801,40.3342444,-76.5918616
12127083207,29.0963647,-81.1086908
12109021211,29.7872584,-81.2870333
12115001203,27.3629431,-82.4744601
12083000706,28.9673036,-81.9541852
12071060201,26.4135117,-81.9018776
42091203104,40.0908332,-75.2484342
42109070701,40.8009259,-76.8626253
42041011606,40.1713195,-76.9566652
12097043500,28.2520712,-81.2772744
12071040123,26.6414356,-81.7591715
12021011113,25.979597,-81.4429487
12011010603,26.2950333,-80.2583613
12086003909,25.8676167,-80.1194402
12095017401,28.5858838,-81.5734757
42049011101,42.1002555,-80.0102837
42013011101,40.4286324,-78.4218462
12011060214,26.1598031,-80.2735926
12086003606,25.7753522,-80.1993572
12133970302,30.528566,-85.7625659
12086018400,25.6639463,-80.4442358
42125715700,40.3691743,-80.2358096
12057010105,28.05306,-82.2190285
42133000200,39.9643049,-76.7215394
12095017702,28.697613,-81.497843
12109021102,29.7948791,-81.4675919
12031010308,30.4459115,-81.6661035
12019031203,30.0511887,-81.8290947
12011070402,26.053419,-80.2883455
12109020801,30.1171139,-81.5836617
42003101900,40.4687735,-79.9401262
12007000301,29.8154123,-82.0823014
42091201603,40.140999,-75.1229457
12103028005,27.7232315,-82.7315006
12001000302,29.6842367,-82.3300625
12101031206,28.3526654,-82.6392357
12083000804,29.0583692,-81.9843715
42091203402,40.1273876,-75.3945403
12021010217,26.2400502,-81.7799022
12009066800,28.1886153,-80.596386
42003300100,40.4135552,-79.9930098
12069030104,28.9925345,-81.6295648
12031001600,30.344717,-81.6678825
12021011210,26.2874703,-81.6604073
12033003614,30.6287515,-87.2936605
12119911402,28.8505043,-81.9994343
42101013402,39.9653623,-75.1690326
42055011100,39.950521,-77.6447416
42071013306,40.0025163,-76.2412289
12099005949,26.5185485,-80.1493232
12009071353,28.2079767,-80.7696001
12009068501,28.3889594,-80.6091413
42003474101,40.3562215,-80.0754163
42011001200,40.3411298,-75.9355439
42029305400,39.9816767,-75.8322068
12099004702,26.6149,-80.1233526
42091204009,40.1191043,-75.2759136
12115001304,27.3196158,-82.4852511
12086000125,25.9362757,-80.1297436
12057010811,28.0617477,-82.3824852
12089050203,30.5966047,-81.466588
42003472200,40.3945623,-80.0414483
12091023305,30.4029407,-86.4690173
42133022601,39.855364,-76.6681406
12011020313,26.2655418,-80.2743112
12081001910,27.5526712,-82.4425449
12127082302,29.2062248,-81.0837525
42133020801,40.0632759,-76.81931
12089050506,30.570001,-81.7500926
12101030501,28.18461,-82.7325756
12031010601,30.3915199,-81.7936127
12063210500,30.8057897,-85.2637774
12017451501,28.7968655,-82.4912237
12086008906,25.7504756,-80.3612375
12055961304,27.41924,-81.4366865
12103026909,28.0244621,-82.7565898
12081000504,27.4690943,-82.5939764
42091203303,40.1496871,-75.3234038
12009071700,28.3360678,-80.6185703
12011040206,26.2071282,-80.1154068
12117021803,28.6592188,-81.3871039
12091021600,30.4597167,-86.587431
12033003611,30.5502697,-87.297073
42041011301,40.3015242,-76.9913385
42045409300,39.9670467,-75.31043
42101021100,40.026385,-75.2064504
42101008701,39.953566,-75.2104986
42017106500,40.4701339,-75.3395077
42049010301,41.9958208,-80.1285301
12057011304,28.0470323,-82.495527
42101021300,40.0322339,-75.2181174
42045408900,39.9804248,-75.285923
42019903000,40.8441645,-79.9535028
12086000711,25.8475257,-80.2972584
42095018003,40.5575592,-75.3483609
12095016738,28.554548,-81.2814823
42041013000,40.229833,-77.415673
42045410403,39.8437399,-75.5073342
42019912403,40.7152929,-80.0405361
12105013702,28.0331663,-81.7069209
42091205300,40.0099805,-75.2980897
12086000714,25.8588855,-80.310639
12083000805,28.9875948,-81.9935397
12001001100,29.6760057,-82.3672974
12086009022,25.7648246,-80.384022
12127080202,29.347958,-81.06897
12117022006,28.6494823,-81.3471363
42095017502,40.6616136,-75.2569122
12099007764,26.6209061,-80.1890546
42045407804,39.9368858,-75.3182173
12086000907,25.8693258,-80.2462982
12075970103,29.4604518,-82.6662464
12086018500,25.6637667,-80.4390803
42071013102,40.0813375,-76.1575481
12086010622,25.5606047,-80.3668532
42101012000,39.9955322,-75.2297466
12071010104,26.7670901,-82.0514154
12071001919,26.505203,-81.9163773
42089300204,41.1111092,-75.2786646
42133022602,39.8448913,-76.7318622
42029302901,39.9540882,-75.5330585
42101000500,39.9519533,-75.1581771
42003281500,40.4404623,-80.0539288
42029306700,39.7601207,-75.8263112
12081002008,27.4245046,-82.4388055
42073000200,41.003502,-80.3242637
12095013603,28.5229103,-81.3194
12057011414,28.0539453,-82.5592005
12011110353,25.9968856,-80.3038467
42101037500,39.9840699,-75.2551922
12011040203,26.1957352,-80.1091985
42003192000,40.4044262,-80.0270411
42101038500,40.0753996,-75.2149466
12113010823,30.4111674,-86.9919876
12057012402,27.9737491,-82.2128059
12086005201,25.7766954,-80.2187923
12105011204,28.0728847,-81.9765745
12057012401,28.0125902,-82.2144635
42027011202,40.8523356,-77.7816432
12071050315,26.4046267,-81.7786564
12105012404,28.2244886,-81.7397453
12095017901,28.7076543,-81.6148216
12095017110,28.4042117,-81.5404517
12127080808,29.2520876,-81.0976433
42101007900,39.950463,-75.218257
42027011800,40.7678398,-77.7726379
12031013100,30.2447758,-81.6805931
12095013801,28.5058481,-81.3556665
12086016700,25.7066534,-80.4350326
12061050202,27.6517393,-80.4359133
42045410305,39.871193,-75.5280944
42077006902,40.5096764,-75.3914721
12099007732,26.334602,-80.2118742
12057000702,28.0205121,-82.4429772
42003426300,40.5439491,-79.9745845
